Date,Close,Open,High,Low
2019-01-28,10944.4,11058.0,11095.9,10603.6
2019-01-29,10982.3,10906.5,10982.3,10830.8
2019-01-30,11095.9,11739.7,11739.7,10982.3
2019-01-31,11133.7,11209.5,11285.2,11095.9
2019-02-01,11171.6,11133.7,11209.5,11095.9
2019-02-11,11436.7,11285.2,11701.8,11209.5
2019-02-12,11550.3,11436.7,11588.2,11436.7
2019-02-13,11550.3,11588.2,11626.0,11474.6
2019-02-14,11398.8,11550.3,11550.3,11398.8
2019-02-15,11436.7,11398.8,11512.4,11361.0
2019-02-18,11512.4,11436.7,11550.3,11436.7
2019-02-19,11474.6,11550.3,11550.3,11436.7
2019-02-20,11512.4,11474.6,11550.3,11436.7
2019-02-21,11398.8,11512.4,11626.0,11398.8
2019-02-22,11550.3,11436.7,11663.9,11361.0
2019-02-25,11739.7,11626.0,11891.1,11550.3
2019-02-26,11663.9,11663.9,11815.4,11588.2
2019-02-27,11588.2,11663.9,11701.8,11550.3
2019-02-28,11247.3,11663.9,11663.9,11247.3
2019-03-01,11361.0,11285.2,11398.8,11171.6
2019-03-04,11512.4,11361.0,11550.3,11323.1
2019-03-05,11474.6,11512.4,11626.0,11398.8
2019-03-06,11474.6,11436.7,11512.4,11361.0
2019-03-07,11550.3,11512.4,11626.0,11474.6
2019-03-08,11474.6,11512.4,11588.2,11436.7
2019-03-11,11512.4,11474.6,11588.2,11436.7
2019-03-12,11701.8,11550.3,11701.8,11474.6
2019-03-13,11891.1,11777.5,12004.7,11701.8
2019-03-14,11929.0,11891.1,12118.4,11853.3
2019-03-15,12004.7,11966.9,12042.6,11853.3
2019-03-18,12080.5,12042.6,12194.1,12004.7
2019-03-19,11853.3,12118.4,12118.4,11815.4
2019-03-20,11739.7,11891.1,11891.1,11626.0
2019-03-21,11512.4,11739.7,11891.1,11512.4
2019-03-22,11550.3,11512.4,11626.0,11512.4
2019-03-25,11398.8,11512.4,11512.4,11323.1
2019-03-26,11474.6,11436.7,11512.4,11398.8
2019-03-27,11512.4,11512.4,11588.2,11436.7
