Date,predicted
2023-11-20,442.35486
2023-11-21,444.4773
2023-11-22,447.6925
2023-11-24,455.99295
2023-11-27,461.95096
2023-11-28,471.90402
2023-11-29,472.11945
2023-11-30,474.80014
2023-12-01,478.71298
2023-12-04,488.05835
2023-12-05,496.3171
2023-12-06,503.1567
2023-12-07,505.18478
2023-12-08,513.86725
2023-12-11,521.15643
2023-12-12,526.4074
2023-12-13,518.6683
2023-12-14,522.9154
2023-12-15,505.65015
2023-12-18,491.32175
2023-12-19,493.79764
2023-12-20,498.15097
2023-12-21,493.90878
2023-12-22,509.2381
2023-12-26,504.61276
2023-12-27,504.07632
2023-12-28,514.89014
2023-12-29,516.6581
2024-01-02,508.46503
2024-01-03,500.1022
2024-01-04,511.54718
2024-01-05,512.7776
2024-01-08,521.25714
2024-01-09,528.6687
2024-01-10,531.8171
2024-01-11,535.615
2024-01-12,545.5954
2024-01-16,553.04755
2024-01-17,555.82465
2024-01-18,559.4201
2024-01-19,561.38727
2024-01-22,548.0427
2024-01-23,535.3285
2024-01-24,533.44305
2024-01-25,541.3277
2024-01-26,543.1668
2024-01-29,549.1032
2024-01-30,541.8185
2024-01-31,531.81934
2024-02-01,542.2101
2024-02-02,548.843
2024-02-05,555.223
2024-02-06,558.5562
2024-02-07,561.59174
2024-02-08,571.6679
2024-02-09,576.7499
2024-02-12,585.49994
2024-02-13,584.54126
2024-02-14,604.0132
2024-02-15,617.8154
2024-02-16,624.52924
2024-02-20,624.28436
2024-02-21,619.7083
2024-02-22,616.5642
2024-02-23,620.63464
2024-02-26,618.9956
2024-02-27,619.11896
2024-02-28,627.9808
2024-02-29,628.81415
2024-03-01,634.0265
2024-03-04,633.1264
2024-03-05,631.30615
2024-03-06,631.249
2024-03-07,637.7971
2024-03-08,637.0017
2024-03-11,637.535
2024-03-12,639.764
2024-03-13,644.1883
2024-03-14,636.57227
2024-03-15,627.9526
2024-03-18,631.1628
2024-03-19,633.8544
2024-03-20,637.189
2024-03-21,633.6661
2024-03-22,635.0473
2024-03-25,633.9238
2024-03-26,627.2342
2024-03-27,616.60486
2024-03-28,621.03796
2024-04-01,617.65576
2024-04-02,597.3869
2024-04-03,606.2883
2024-04-04,600.94604
2024-04-05,594.18304
2024-04-08,592.5004
2024-04-09,582.161
2024-04-10,584.194
2024-04-11,578.6012
2024-04-12,581.0731
2024-04-15,572.23047
2024-04-16,576.3433
2024-04-17,564.1711
2024-04-18,554.2481
2024-04-19,559.347
2024-04-22,559.52673
2024-04-23,567.2849
2024-04-24,569.1563
2024-04-25,574.7684
2024-04-26,583.591
2024-04-29,589.4852
2024-04-30,588.4481
2024-05-01,590.6855
2024-05-02,598.47095
2024-05-03,579.7087
2024-05-06,586.31854
2024-05-07,599.31244
2024-05-08,612.1808
2024-05-09,614.46857
2024-05-10,614.9001
2024-05-13,623.11804
2024-05-14,629.3981
2024-05-15,632.7314
2024-05-16,632.8172
