Date,Close,Open,High,Low
2019-01-28,24414.4,24529.3,24758.9,24337.9
2019-01-29,24261.4,24414.4,24414.4,24146.6
2019-01-30,24261.4,24414.4,24682.3,24184.8
2019-01-31,24108.3,24644.1,24644.1,24108.3
2019-02-01,24184.8,24070.0,24376.2,24031.8
2019-02-11,24452.7,24567.5,24682.3,24337.9
2019-02-12,24835.4,24529.3,25026.7,24529.3
2019-02-13,24873.7,24911.9,24950.2,24682.3
2019-02-14,24797.1,24873.7,24911.9,24758.9
2019-02-15,25371.1,24758.9,25868.6,24567.5
2019-02-18,25639.0,25639.0,25792.1,25409.4
2019-02-19,25179.8,25639.0,25830.3,25179.8
2019-02-20,26021.7,25103.3,26710.5,24988.5
2019-02-21,26213.0,26213.0,26519.1,26021.7
2019-02-22,26021.7,26174.7,26557.4,26021.7
2019-02-25,26021.7,26404.3,26404.3,25792.1
2019-02-26,25715.5,25792.1,26021.7,25639.0
2019-02-27,25715.5,25715.5,25983.4,25639.0
2019-02-28,24873.7,25715.5,25830.3,24873.7
2019-03-01,25141.5,24950.2,25332.9,24950.2
2019-03-04,25715.5,25332.9,25830.3,25256.3
2019-03-05,26480.9,25409.4,27016.6,25409.4
2019-03-06,26595.7,26480.9,26710.5,26327.8
2019-03-07,26710.5,26787.0,26978.3,26557.4
2019-03-08,26021.7,26366.1,26557.4,25945.1
2019-03-11,25753.8,26098.2,26098.2,25600.7
2019-03-12,27169.7,26098.2,27169.7,25868.6
2019-03-13,27246.2,27016.6,27514.1,26940.1
2019-03-14,27705.4,27246.2,28088.1,26940.1
2019-03-15,28470.8,27705.4,28700.4,27475.8
2019-03-18,28547.3,28470.8,28776.9,28241.2
2019-03-19,28011.6,28432.5,28547.3,27935.0
2019-03-20,27628.9,27667.2,27935.0,27169.7
2019-03-21,26633.9,27743.7,28049.8,26633.9
2019-03-22,26863.5,27093.2,27322.8,26633.9
2019-03-25,26404.3,26098.2,26787.0,25639.0
2019-03-26,26251.3,26710.5,26863.5,26174.7
2019-03-27,26710.5,26672.2,26863.5,26251.3
2019-03-28,27246.2,26366.1,27437.6,26366.1
2019-03-29,27399.3,27246.2,27552.4,27246.2
2019-04-01,27169.7,27399.3,27782.0,27016.6
2019-04-02,26633.9,27552.4,27552.4,26633.9
2019-04-03,27322.8,26633.9,27628.9,26366.1
2019-04-04,27016.6,27552.4,27552.4,26901.8
2019-04-05,26825.3,27016.6,27322.8,26633.9
2019-04-08,27169.7,26633.9,27208.0,26633.9
2019-04-09,27361.0,27169.7,27705.4,27169.7
2019-04-10,26940.1,27361.0,27399.3,26940.1
2019-04-11,26901.8,27016.6,27169.7,26748.7
2019-04-12,26595.7,26863.5,26940.1,26557.4
2019-04-16,27169.7,26480.9,27246.2,26174.7
2019-04-17,26633.9,27169.7,27169.7,26633.9
2019-04-18,26633.9,26633.9,27093.2,26519.1
2019-04-19,26672.2,26633.9,26940.1,26557.4
2019-04-22,26174.7,26672.2,26672.2,25983.4
2019-04-23,26174.7,26480.9,26480.9,25983.4
2019-04-24,26480.9,26404.3,26633.9,26251.3
2019-04-25,26404.3,26480.9,26787.0,26404.3
2019-04-26,26633.9,26404.3,26710.5,26404.3
2019-05-02,26404.3,26787.0,26787.0,26404.3
2019-05-03,26174.7,26404.3,26633.9,26174.7
2019-05-06,25332.9,25753.8,25945.1,25256.3
2019-05-07,25332.9,25485.9,25945.1,25179.8
2019-05-08,24758.9,25026.7,25256.3,24758.9
2019-05-09,23802.2,24988.5,25103.3,23725.6
2019-05-10,24491.0,24108.3,24644.1,24031.8
2019-05-13,25026.7,24491.0,25103.3,24491.0
2019-05-14,24797.1,24835.4,24950.2,24491.0
2019-05-15,25179.8,24950.2,25332.9,24720.6
2019-05-16,24950.2,25218.1,25256.3,24835.4
2019-05-17,24605.8,25026.7,25026.7,24491.0
2019-05-20,25026.7,24567.5,25179.8,24567.5
2019-05-21,25294.6,25026.7,25447.7,24950.2
2019-05-22,25409.4,25294.6,25715.5,25294.6
2019-05-23,25562.5,25256.3,25562.5,24950.2
2019-05-24,24873.7,25332.9,25447.7,24873.7
2019-05-27,24950.2,24873.7,25026.7,24797.1
2019-05-28,24720.6,24873.7,25103.3,24605.8
2019-05-29,24491.0,24720.6,24835.4,24452.7
2019-05-30,24337.9,24644.1,24720.6,24337.9
2019-05-31,24108.3,24223.1,24414.4,24070.0
2019-06-03,23419.5,24031.8,24108.3,23419.5
2019-06-04,24491.0,23419.5,24491.0,23381.2
2019-06-05,24031.8,24491.0,24644.1,24031.8
2019-06-06,23955.2,24031.8,24261.4,23649.1
2019-06-07,24261.4,23955.2,24261.4,23955.2
2019-06-10,24261.4,24337.9,24567.5,24261.4
2019-06-11,24414.4,24337.9,24491.0,24184.8
2019-06-12,24108.3,24261.4,24414.4,24070.0
2019-06-13,24108.3,24031.8,24299.6,24031.8
2019-06-14,24605.8,24261.4,24682.3,24108.3
2019-06-17,24567.5,24644.1,24911.9,24452.7
2019-06-18,24491.0,24414.4,24567.5,24261.4
2019-06-19,24491.0,24797.1,24797.1,24452.7
2019-06-20,24988.5,24491.0,25026.7,24414.4
2019-06-21,24873.7,25026.7,25218.1,24835.4
2019-06-24,24950.2,24988.5,25256.3,24797.1
2019-06-25,24567.5,24950.2,25026.7,24567.5
2019-06-26,24873.7,24491.0,24911.9,24414.4
2019-06-27,24491.0,24835.4,24835.4,24491.0
2019-06-28,24261.4,24491.0,24644.1,24031.8
2019-07-01,24758.9,24644.1,24873.7,24567.5
2019-07-02,24529.3,24567.5,24797.1,24529.3
2019-07-03,24567.5,24491.0,24797.1,24491.0
2019-07-04,25103.3,24797.1,25141.5,24644.1
2019-07-05,25103.3,24988.5,25409.4,24950.2
2019-07-08,24911.9,25179.8,25179.8,24797.1
2019-07-09,24950.2,24797.1,25026.7,24797.1
2019-07-10,24797.1,24950.2,25141.5,24797.1
2019-07-11,25600.7,24950.2,25639.0,24797.1
2019-07-12,25562.5,25639.0,25868.6,25485.9
2019-07-15,25485.9,25485.9,25639.0,25447.7
2019-07-16,26442.6,25600.7,26442.6,25600.7
2019-07-17,26442.6,26404.3,26710.5,26213.0
2019-07-18,26557.4,26366.1,26557.4,26174.7
2019-07-19,26710.5,26787.0,27093.2,26557.4
2019-07-22,27361.0,26940.1,27514.1,26787.0
2019-07-23,26978.3,27361.0,27361.0,26557.4
2019-07-24,26366.1,27093.2,27093.2,26174.7
2019-07-25,26940.1,26251.3,26940.1,26251.3
2019-07-26,27399.3,26787.0,27475.8,26787.0
2019-07-29,27399.3,27322.8,27399.3,27016.6
2019-07-30,26787.0,27246.2,27246.2,26748.7
2019-07-31,27169.7,26787.0,27169.7,26557.4
2019-08-01,27131.4,27169.7,27169.7,26825.3
2019-08-02,27399.3,26787.0,27552.4,26710.5
2019-08-05,27399.3,27169.7,27399.3,27131.4
2019-08-06,26940.1,26404.3,27284.5,26404.3
2019-08-07,26557.4,27054.9,27169.7,26557.4
2019-08-08,26557.4,26557.4,26901.8,26519.1
2019-08-09,26557.4,26787.0,26787.0,26174.7
2019-08-12,27054.9,26672.2,27093.2,26059.9
2019-08-13,26710.5,26825.3,27093.2,26595.7
2019-08-14,26863.5,27016.6,27093.2,26595.7
2019-08-15,26863.5,26404.3,26863.5,26404.3
2019-08-16,27552.4,26787.0,28088.1,26710.5
2019-08-19,28088.1,27935.0,28317.7,27782.0
2019-08-20,28164.6,28279.4,28279.4,27973.3
2019-08-21,28968.2,27935.0,29274.4,27935.0
2019-08-22,28776.9,29083.0,29159.6,28700.4
2019-08-23,28738.6,28930.0,28930.0,28432.5
2019-08-26,28968.2,28241.2,28968.2,28011.6
2019-08-27,28700.4,29312.6,29389.2,28700.4
2019-08-28,28776.9,28700.4,29083.0,28623.8
2019-08-29,29006.5,28776.9,29006.5,28585.6
2019-08-30,29657.1,29236.1,29695.3,29044.8
2019-09-03,29618.8,29695.3,29924.9,29580.5
2019-09-04,29542.2,29618.8,29695.3,29083.0
2019-09-05,29465.7,29695.3,29886.7,29465.7
2019-09-06,29083.0,29465.7,29465.7,28738.6
2019-09-09,29159.6,29083.0,29159.6,28891.7
2019-09-10,29312.6,29044.8,29542.2,28930.0
2019-09-11,29236.1,29083.0,29389.2,29044.8
2019-09-12,29580.5,29350.9,29657.1,29083.0
2019-09-13,30498.9,29733.6,30498.9,29542.2
2019-09-16,30613.7,30498.9,31226.0,30460.7
2019-09-17,31379.1,30384.1,31379.1,30154.5
2019-09-18,31493.9,31302.5,31570.4,31034.7
2019-09-19,31226.0,31532.1,31570.4,31187.7
2019-09-20,30613.7,31226.0,31455.6,30460.7
2019-09-23,30345.9,30384.1,30996.4,30307.6
2019-09-24,30192.8,30460.7,30613.7,30192.8
2019-09-25,30537.2,30039.7,30537.2,29771.9
2019-09-26,30728.5,30537.2,31149.5,30537.2
2019-09-27,30805.1,30843.3,30919.9,30652.0
2019-09-30,30154.5,30766.8,31111.2,30154.5
2019-10-01,30613.7,30154.5,30613.7,30154.5
2019-10-02,30766.8,30613.7,31226.0,30575.5
2019-10-03,31570.4,30460.7,31570.4,30422.4
2019-10-04,30996.4,31608.7,31876.5,30996.4
2019-10-07,30919.9,31302.5,31302.5,30613.7
2019-10-08,31455.6,30919.9,31455.6,30690.3
2019-10-09,31570.4,31455.6,31991.3,31226.0
2019-10-10,31379.1,31570.4,31914.8,31379.1
2019-10-11,31226.0,31379.1,31532.1,31149.5
2019-10-14,31493.9,31379.1,32106.1,31264.3
2019-10-15,31685.2,31379.1,31800.0,31379.1
2019-10-16,31493.9,31685.2,31876.5,31493.9
2019-10-17,31226.0,31646.9,31646.9,31226.0
2019-10-18,30690.3,31226.0,31226.0,30613.7
2019-10-21,30078.0,30384.1,30613.7,30078.0
2019-10-22,30613.7,30078.0,30613.7,30078.0
2019-10-23,30690.3,30613.7,30843.3,30498.9
2019-10-24,30843.3,30690.3,30996.4,30422.4
2019-10-25,30766.8,30613.7,31034.7,30460.7
2019-10-28,31072.9,31455.6,31532.1,31072.9
2019-10-29,31072.9,31302.5,31302.5,30613.7
2019-10-30,30766.8,30996.4,31226.0,30728.5
2019-10-31,31072.9,30766.8,31149.5,30652.0
2019-11-01,31379.1,30996.4,31455.6,30843.3
2019-11-04,32297.5,31455.6,32488.8,31455.6
2019-11-05,32527.1,32374.0,32527.1,32259.2
2019-11-06,32297.5,32412.3,32680.2,32297.5
2019-11-07,32375.3,32141.8,32531.0,31752.7
2019-11-08,32141.8,32531.0,32686.6,32064.0
2019-11-11,32141.8,32102.9,32608.8,31986.2
2019-11-12,32764.4,32219.7,32842.3,32141.8
2019-11-13,33387.1,32842.3,33387.1,32842.3
2019-11-14,33075.7,33464.9,33464.9,32764.4
2019-11-15,32686.6,33192.5,33231.4,32686.6
2019-11-18,32141.8,32531.0,32842.3,32102.9
2019-11-19,32414.2,32141.8,32453.1,31986.2
2019-11-20,32336.4,32608.8,32608.8,32102.9
2019-11-21,32064.0,32297.5,32453.1,32025.1
2019-11-22,31285.8,32297.5,32297.5,30974.5
2019-11-25,30896.6,31285.8,31597.1,30741.0
2019-11-26,31130.1,31363.6,31558.2,30974.5
2019-11-27,31752.7,31207.9,32219.7,31207.9
2019-11-28,31636.0,31908.4,31908.4,31480.3
2019-11-29,31519.2,31519.2,31830.5,31519.2
2019-12-02,30663.2,31363.6,31363.6,30663.2
2019-12-03,30896.6,30663.2,31169.0,30351.9
2019-12-04,31402.5,30896.6,31558.2,30818.8
2019-12-05,31130.1,31558.2,31597.1,30857.7
2019-12-06,30857.7,30896.6,31285.8,30779.9
2019-12-09,31130.1,31130.1,31130.1,30857.7
2019-12-10,31052.3,31130.1,31402.5,30935.6
2019-12-11,31207.9,31052.3,31207.9,30974.5
2019-12-12,31908.4,31597.1,31908.4,31285.8
2019-12-13,32608.8,31908.4,32647.7,31908.4
2019-12-16,32608.8,32842.3,32881.2,32297.5
2019-12-17,32258.6,32531.0,32608.8,32141.8
2019-12-18,32686.6,31986.2,33114.7,31986.2
2019-12-19,32842.3,32764.4,33036.8,32219.7
2019-12-20,33270.3,32686.6,33309.2,32686.6
2019-12-23,34826.8,33270.3,34982.5,33270.3
2019-12-24,34943.6,34671.2,35138.1,34476.6
2019-12-25,35177.0,34321.0,35215.9,34321.0
2019-12-26,34398.8,35060.3,35293.8,34398.8
2019-12-27,35955.3,34398.8,35955.3,34243.1
2019-12-30,35877.5,36033.1,36694.6,35799.6
2019-12-31,35916.4,35955.3,36188.8,35721.8
2020-01-02,36500.1,35799.6,36733.5,35721.8
2020-01-03,36344.4,36850.3,36967.0,36344.4
2020-01-06,35644.0,36344.4,36344.4,35644.0
2020-01-07,36344.4,35644.0,36344.4,35177.0
2020-01-08,36655.7,35799.6,37278.3,35644.0
2020-01-09,38640.3,37161.6,38834.8,37044.8
2020-01-10,39924.4,38640.3,40469.2,38601.3
2020-01-13,38990.5,38834.8,40080.0,38523.5
2020-01-14,38990.5,38990.5,40080.0,38834.8
2020-01-15,39690.9,38834.8,39924.4,38834.8
2020-01-16,42025.7,39690.9,42103.5,39690.9
2020-01-17,41636.5,42103.5,42492.6,41325.2
2020-01-20,41480.9,41636.5,42181.3,41403.1
2020-01-21,42025.7,41480.9,42414.8,41480.9
2020-01-22,43193.0,42025.7,43426.5,41870.0
2020-01-30,41013.9,42414.8,42726.1,40469.2
2020-01-31,40080.0,40702.6,41714.4,40080.0
2020-02-03,41636.5,38757.0,42803.9,37278.3
2020-02-04,42337.0,42337.0,42570.4,41714.4
2020-02-05,41636.5,42726.1,42959.6,41636.5
2020-02-06,41403.1,41558.7,42103.5,41247.4
2020-02-07,40235.7,41013.9,41480.9,40157.9
2020-02-10,38212.2,39613.1,39846.5,38212.2
2020-02-11,39535.2,38212.2,40002.2,38212.2
2020-02-12,39535.2,40080.0,40313.5,39457.4
2020-02-13,39223.9,39457.4,39690.9,38834.8
2020-02-14,38912.6,38990.5,39379.6,38912.6
2020-02-17,40080.0,39068.3,40080.0,38990.5
2020-02-18,40469.2,40391.3,40936.1,40080.0
2020-02-19,39924.4,40469.2,40547.0,39846.5
2020-02-20,39924.4,40391.3,40469.2,39846.5
2020-02-21,38523.5,39924.4,39924.4,37939.8
2020-02-24,36033.1,37511.8,37978.7,36033.1
2020-02-25,37978.7,35021.4,37978.7,35021.4
2020-02-26,36577.9,37044.8,37589.6,36461.1
2020-02-27,36655.7,36577.9,37122.7,36149.8
2020-02-28,35410.5,35799.6,36110.9,35060.3
2020-03-02,35138.1,35721.8,35721.8,35021.4
2020-03-03,36500.1,36422.2,37161.6,35566.2
2020-03-04,35916.4,36577.9,36577.9,35721.8
2020-03-05,36305.5,36227.7,36772.5,36188.8
2020-03-06,36461.1,35410.5,36694.6,35410.5
2020-03-09,33931.8,34009.7,34787.9,33931.8
2020-03-10,32997.9,33075.7,34243.1,32141.8
2020-03-11,30702.1,33854.0,33854.0,30702.1
2020-03-12,28561.9,28600.8,29340.1,28561.9
2020-03-13,27238.9,26577.3,28561.9,26577.3
2020-03-16,25526.7,27238.9,27978.2,25332.1
2020-03-17,26304.9,23814.5,26382.8,23814.5
2020-03-18,26888.6,26460.6,27628.0,26421.7
2020-03-19,25993.6,26421.7,26616.2,25487.8
2020-03-20,25760.2,26149.3,26499.5,25604.5
2020-03-23,23970.2,24125.8,24826.3,23970.2
2020-03-24,24592.8,24125.8,24865.2,23892.4
2020-03-25,25838.0,25993.6,26032.6,25526.7
2020-03-26,25915.8,25682.3,26616.2,25020.8
2020-03-27,25682.3,25760.2,26266.0,25215.4
2020-03-30,24048.0,24125.8,24826.3,23892.4
2020-03-31,24009.1,24904.1,25020.8,22958.5
2020-04-01,24981.9,24048.0,25682.3,23970.2
2020-04-03,26694.1,25371.0,26694.1,25371.0
2020-04-06,28561.9,27783.6,28561.9,27316.7
2020-04-07,28795.4,29184.5,29340.1,28017.1
2020-04-08,29534.7,27861.5,29573.6,27316.7
2020-04-09,29340.1,29534.7,30040.6,29301.2
2020-04-10,28717.5,29028.8,29418.0,28561.9
2020-04-13,28912.1,28561.9,29340.1,28484.1
2020-04-14,28406.2,28834.3,29223.4,27861.5
2020-04-15,29028.8,28561.9,29340.1,28561.9
2020-04-16,29028.8,28951.0,29028.8,28600.8
2020-04-17,29106.7,29456.9,29729.3,28951.0
2020-04-20,28873.2,29495.8,29573.6,28756.4
2020-04-21,27005.4,28017.1,28639.7,27005.4
2020-04-22,28172.8,25760.2,28834.3,25760.2
2020-04-23,28172.8,28795.4,28951.0,28094.9
2020-04-24,28017.1,28367.3,28367.3,27472.3
2020-04-27,27316.7,28172.8,28328.4,27316.7
2020-04-28,27355.6,27316.7,27861.5,26849.7
2020-04-29,27705.8,27238.9,27939.3,27238.9
2020-05-04,27472.3,27705.8,28328.4,27316.7
2020-05-05,27472.3,27472.3,27861.5,27394.5
2020-05-06,28017.1,27589.1,28017.1,27472.3
2020-05-07,29223.4,28250.6,29262.3,28250.6
2020-05-08,29573.6,29534.7,30585.3,29223.4
2020-05-11,29962.7,29962.7,30351.9,29534.7
2020-05-12,30001.6,29807.1,30079.5,29534.7
2020-05-13,30818.8,29807.1,30974.5,29418.0
2020-05-14,30896.6,30351.9,31519.2,30351.9
2020-05-15,30040.6,30974.5,31207.9,29884.9
2020-05-18,30274.0,29923.8,30274.0,29573.6
2020-05-19,30429.7,31052.3,31052.3,30274.0
2020-05-20,30468.6,30351.9,30585.3,29962.7
2020-05-21,30896.6,30741.0,31246.9,30702.1
2020-05-22,30585.3,30896.6,31130.1,30585.3
2020-05-25,30857.7,30585.3,30974.5,30351.9
2020-05-26,32686.6,30935.6,32686.6,30935.6
2020-05-27,30974.5,33270.3,33270.3,30974.5
2020-05-28,31674.9,31130.1,31869.5,30974.5
2020-05-29,31207.9,31441.4,31519.2,30974.5
2020-06-01,32258.6,31363.6,32336.4,31324.7
2020-06-02,31558.2,32297.5,32608.8,31519.2
2020-06-03,31908.4,31830.5,32064.0,31519.2
2020-06-04,32531.0,32064.0,32920.1,31986.2
2020-06-05,32764.4,32531.0,32842.3,32102.9
2020-06-08,34243.1,33231.4,34243.1,33075.7
2020-06-09,33737.3,34321.0,34321.0,33698.4
2020-06-10,33854.0,33542.7,34321.0,33075.7
2020-06-11,31519.2,33854.0,34009.7,31519.2
2020-06-12,33075.7,30741.0,33075.7,30741.0
2020-06-15,31052.3,32920.1,32920.1,31052.3
2020-06-16,31674.9,32297.5,32375.3,31519.2
2020-06-17,31363.6,31674.9,31986.2,31013.4
2020-06-18,31519.2,31363.6,31597.1,31130.1
2020-06-19,32258.6,32064.0,32258.6,31674.9
2020-06-22,32141.8,32297.5,32569.9,31752.7
2020-06-23,31674.9,31947.3,32180.8,31519.2
2020-06-24,31363.6,31674.9,32064.0,31285.8
2020-06-25,31130.1,31130.1,31324.7,30974.5
2020-06-26,31052.3,31830.5,31830.5,30896.6
2020-06-29,29962.7,30585.3,30741.0,29884.9
2020-06-30,29495.8,30351.9,30390.8,29418.0
2020-07-01,30507.5,29495.8,30663.2,29495.8
2020-07-02,30351.9,30702.1,30702.1,30118.4
2020-07-03,30429.7,30546.4,30585.3,30196.2
2020-07-06,31207.9,30663.2,31285.8,30429.7
2020-07-07,31597.1,31441.4,31791.6,31324.7
2020-07-08,31558.2,31519.2,31674.9,31130.1
2020-07-09,32375.3,31558.2,32608.8,31558.2
2020-07-10,32297.5,32064.0,32414.2,31713.8
2020-07-13,32141.8,32414.2,32569.9,31908.4
2020-07-14,32102.9,31791.6,32141.8,31674.9
2020-07-15,32180.8,32453.1,32453.1,32141.8
2020-07-16,32180.8,32180.8,32219.7,31908.4
2020-07-17,32375.3,32219.7,32569.9,32219.7
2020-07-20,31752.7,32453.1,32492.1,31752.7
2020-07-21,31752.7,31908.4,31908.4,31402.5
2020-07-22,31130.1,31908.4,31908.4,30741.0
2020-07-23,31013.4,31130.1,31480.3,30857.7
2020-07-24,29729.3,31013.4,31013.4,29379.0
2020-07-27,27666.9,28017.1,29418.0,27666.9
2020-07-28,29456.9,28017.1,29456.9,28017.1
2020-07-29,28756.4,28639.7,28951.0,27861.5
2020-07-30,28951.0,29184.5,29184.5,28017.1
2020-07-31,28523.0,28017.1,28989.9,28017.1
2020-08-03,28951.0,28250.6,29067.7,28250.6
2020-08-04,29495.8,29573.6,29573.6,29184.5
2020-08-05,30157.3,29418.0,30351.9,29262.3
2020-08-06,29768.2,30079.5,30274.0,29729.3
2020-08-07,29651.4,29768.2,30040.6,29534.7
2020-08-10,29651.4,29923.8,30118.4,29651.4
2020-08-11,29962.7,29846.0,30040.6,29651.4
2020-08-12,30507.5,30040.6,30624.3,30040.6
2020-08-13,30857.7,30741.0,30896.6,30585.3
2020-08-14,30351.9,30624.3,30818.8,30196.2
2020-08-17,30118.4,30274.0,30351.9,29923.8
2020-08-18,29884.9,30351.9,30351.9,29884.9
2020-08-19,30040.6,29884.9,30235.1,29884.9
2020-08-20,29768.2,30040.6,30235.1,29768.2
2020-08-21,30313.0,29884.9,30546.4,29884.9
2020-08-24,30857.7,30741.0,31052.3,30507.5
2020-08-25,30741.0,31052.3,31130.1,30663.2
2020-08-26,30624.3,30741.0,30741.0,30585.3
2020-08-27,30429.7,30585.3,30663.2,30351.9
2020-08-28,31558.2,30741.0,31908.4,30585.3
2020-08-31,31869.5,31597.1,32141.8,31558.2
